2.48765	2.62032	2.47659	2.52081	2.31075	2.58715	2.2223	2.48765	2.56504	3.60432	4.3672	2.94095	2.58715	2.52081	2.29969	2.13385	2.05645	2.00117	2.07857	1.82427	1.65843
2.81933	2.78616	2.92989	2.71983	2.3992	2.47659	2.42131	2.81933	2.84144	3.27264	4.92001	3.32792	2.84144	2.28863	2.53187	2.07857	2.1449	2.10068	1.93484	2.12279	1.82427
2.95201	2.37708	2.88567	2.6756	2.86356	2.71983	2.89672	2.78616	3.11785	3.84756	5.15219	3.31686	2.60926	2.59821	2.36603	2.24441	2.26652	2.33286	2.25547	2.08962	2.50976
3.08468	2.65349	2.64243	2.70877	2.56504	2.96306	2.56504	2.6756	3.04046	3.63749	4.51093	3.36109	2.69771	2.54293	2.03434	2.33286	2.15596	2.10068	2.03434	2.3992	1.80216
2.84144	2.83039	3.5601	2.84144	3.23947	2.81933	2.80828	3.10679	3.13996	3.46059	5.14113	3.51587	2.83039	2.68666	2.34391	2.53187	2.41025	2.05645	2.03434	1.82427	2.05645
2.77511	3.12891	2.90778	2.95201	2.65349	2.65349	2.59821	2.95201	3.2063	4.09079	4.96423	3.40531	2.75299	2.81933	2.47659	2.62032	2.48765	2.15596	2.25547	1.73582	2.36603
3.01834	2.86356	3.33897	2.92989	2.96306	3.04046	3.13996	3.21735	3.3832	4.25664	6.34626	3.89178	3.28369	2.79722	2.54293	2.35497	2.28863	2.52081	2.12279	2.13385	2.2223
3.44953	3.16207	3.22841	3.06257	3.31686	2.6756	3.37214	3.95812	3.92495	5.50599	7.79462	4.61044	3.9139	3.27264	2.77511	2.43236	2.69771	2.53187	2.56504	2.25547	2.2223
3.737	3.62643	3.49376	3.5601	3.53798	3.60432	4.06868	4.15713	4.33403	6.26887	10.1385	5.63866	4.20136	3.60432	2.98517	2.70877	2.73088	2.8525	2.71983	2.63138	2.33286
4.38931	4.41142	4.68783	4.25664	4.37826	4.20136	4.5441	5.60549	6.62266	9.91741	17.3914	9.50833	6.44577	4.57727	4.1903	3.43848	3.49376	3.15102	3.53798	2.95201	3.01834
6.97646	6.89907	6.19147	6.77745	5.80451	6.35732	6.89907	8.86707	11.6864	18.2648	34.9708	17.0929	9.60784	7.2197	6.13619	5.26275	4.68783	4.84262	4.5441	4.16819	4.22347
5.24064	4.95318	4.55516	5.15219	4.98635	4.95318	4.75417	6.32415	7.33026	11.2442	18.9614	10.1275	6.01457	4.3672	4.41142	3.71488	3.51587	3.84756	3.58221	3.12891	3.25052
4.16819	4.06868	3.89178	4.12396	4.10185	4.21241	4.11291	4.80945	5.36226	6.91013	10.5808	7.00963	4.23453	4.0134	3.36109	2.75299	2.76405	3.13996	2.79722	2.95201	2.58715
4.3672	3.89178	3.89178	3.71488	4.13502	3.74805	4.26769	4.37826	4.61044	6.39048	8.64595	5.77134	3.88073	3.37214	3.26158	3.10679	2.73088	2.58715	2.66454	2.88567	2.27758
4.34509	4.09079	4.1903	3.94706	4.22347	3.95812	3.86967	4.13502	4.721	5.30698	7.61772	4.8205	3.63749	3.37214	2.83039	3.00729	2.74194	2.52081	2.38814	2.62032	2.53187
4.38931	4.17924	3.88073	3.64855	4.24558	3.77016	3.5601	3.8365	3.92495	4.47776	6.14725	4.1903	3.47165	3.16207	3.08468	2.65349	2.94095	2.68666	2.79722	2.59821	2.38814
4.69889	4.6436	4.45565	4.32297	3.92495	4.14608	3.58221	3.95812	3.96918	4.87578	6.77745	4.23453	3.22841	3.41637	3.12891	2.70877	2.79722	2.92989	2.81933	2.36603	2.24441
4.79839	4.67677	4.48882	4.09079	4.26769	4.09079	3.90284	3.90284	3.84756	4.9974	6.83273	4.48882	3.39425	3.17313	3.01834	2.90778	2.98517	2.76405	2.57609	2.48765	2.53187
5.84873	5.40648	4.70994	4.30086	4.22347	4.38931	3.99129	4.06868	4.28981	5.04163	6.18042	4.34509	3.78122	3.00729	2.78616	2.83039	2.84144	2.80828	2.69771	2.77511	2.41025
6.48999	5.61655	5.5281	4.35614	4.34509	4.40037	4.24558	4.27875	3.88073	4.97529	6.79956	5.18536	3.77016	3.31686	3.19524	2.95201	2.74194	2.87461	3.0294	2.62032	2.4987
7.09808	5.8819	5.79345	5.58338	5.30698	4.26769	4.32297	4.17924	5.01952	5.21853	6.5895	4.51093	3.88073	3.71488	2.90778	3.22841	2.84144	2.84144	2.87461	2.68666	2.4987
