[113.0, 0.0, 0.0, 50.0, 32.0, 54.0, 0.0, 0.0, 42.0, 0.0, 119.0, 88.0, 0.0, 47.0, 10.0, 0.0, 35.0, 0.0, 56.0, 0.0, 0.0]
[30.0, 0.0, 90.0, 0.0, 0.0, 74.0, 70.0, 0.0, 42.0, 79.0, 51.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 37.0, 67.0, 24.0]
[0.0, 0.0, 0.0, 0.0, 42.0, 3.0, 0.0, 35.0, 86.0, 16.0, 3.0, 42.0, 25.0, 0.0, 0.0, 14.0, 0.0, 4.0, 0.0, 0.0, 0.0]
[105.0, 23.0, 51.0, 0.0, 13.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 30.0, 20.0, 60.0, 0.0, 0.0, 26.0, 31.0, 0.0, 0.0]
[40.0, 0.0, 33.0, 0.0, 0.0, 13.0, 71.0, 18.0, 20.0, 0.0, 87.0, 17.0, 0.0, 0.0, 0.0, 68.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[72.0, 0.0, 29.0, 22.0, 25.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 71.0, 0.0, 58.0, 28.0, 0.0, 36.0, 66.0, 39.0, 0.0, 0.0]
[0.0, 0.0, 35.0, 0.0, 0.0, 16.0, 0.0, 12.0, 46.0, 66.0, 147.0, 147.0, 37.0, 46.0, 18.0, 0.0, 46.0, 0.0, 0.0, 0.0, 29.0]
[0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 118.0, 87.0, 96.0, 144.0, 330.0, 251.0, 99.0, 5.0, 98.0, 0.0, 104.0, 0.0, 0.0, 65.0, 20.0]
[0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 87.0, 84.0, 277.0, 335.0, 72.0, 257.0, 159.0, 13.0, 45.0, 0.0, 80.0, 38.0, 0.0, 45.0]
[58.0, 46.0, 115.0, 61.0, 72.0, 38.0, 194.0, 257.0, 391.0, 497.0, 1211.0, 495.0, 96.0, 98.0, 80.0, 0.0, 0.0, 0.0, 9.0, 0.0, 18.0]
[48.0, 34.0, 0.0, 80.0, 31.0, 117.0, 184.0, 266.0, 415.0, 1467.0, 5481.0, 1363.0, 405.0, 251.0, 89.0, 0.0, 32.0, 36.0, 84.0, 104.0, 0.0]
[0.0, 0.0, 0.0, 37.0, 58.0, 0.0, 152.0, 126.0, 188.0, 542.0, 1024.0, 272.0, 148.0, 403.0, 32.0, 49.0, 0.0, 0.0, 111.0, 0.0, 0.0]
[0.0, 21.0, 0.0, 0.0, 0.0, 62.0, 44.0, 176.0, 175.0, 118.0, 381.0, 319.0, 55.0, 231.0, 63.0, 25.0, 66.0, 0.0, 40.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 68.0, 2.0, 0.0, 21.0, 33.0, 80.0, 1.0, 291.0, 189.0, 58.0, 20.0, 0.0, 0.0, 0.0, 16.0, 51.0, 0.0, 16.0]
[73.0, 9.0, 0.0, 10.0, 93.0, 33.0, 0.0, 47.0, 150.0, 103.0, 228.0, 92.0, 31.0, 175.0, 0.0, 0.0, 0.0, 83.0, 0.0, 0.0, 31.0]
[0.0, 0.0, 0.0, 30.0, 17.0, 37.0, 65.0, 46.0, 84.0, 0.0, 0.0, 47.0, 35.0, 66.0, 0.0, 0.0, 78.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 46.0, 0.0, 7.0, 64.0, 82.0, 8.0, 0.0, 59.0, 106.0, 0.0, 0.0, 29.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[60.0, 0.0, 64.0, 70.0, 94.0, 0.0, 59.0, 0.0, 0.0, 0.0, 209.0, 25.0, 0.0, 37.0, 86.0, 74.0, 15.0, 26.0, 70.0, 0.0, 31.0]
[105.0, 0.0, 101.0, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 113.0, 205.0, 57.0, 0.0, 0.0, 0.0, 64.0, 0.0, 0.0, 25.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 68.0, 0.0, 0.0, 0.0, 22.0, 0.0, 78.0, 0.0, 0.0, 24.0, 65.0, 0.0, 84.0, 0.0, 15.0, 43.0, 0.0, 0.0]
[32.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 56.0, 66.0, 0.0, 5.0, 72.0, 0.0, 36.0, 51.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
