0	0	0	1.56573	0	0	0	1.17429	0.177923	2.59768	1.53014	0	1.10313	1.53014	0	0	0	0.142339	0.106754	0	0
0	0	0	0	0	0	0	0	1.56573	0	5.97824	0	0	1.24547	0	1.92157	0	0.711696	0	0	0.711696
0	0	0.284679	1.81482	0	1.49456	0.782863	0	0	0	0.996372	8.07771	0	0	0	0	0	0	0	0	0
0.249093	0	0	0.996372	0	0	0	3.20263	1.24547	0.177923	2.74002	2.49093	2.5621	2.17066	0	2.63327	0.462601	1.28105	1.03196	0	0.106754
0	3.52288	0	0	0	2.41976	0	0	4.55483	0.249093	0	3.62961	0	0	0	0	0	2.06391	0	2.52651	0.81845
0	2.49093	0	0	0	0.854031	0	0	0	0	2.59768	0.142339	0	0	0	0.213508	0.747277	0	0	0.747277	0.996372
2.91793	0.0355846	0	0	1.60131	0	0.0355846	0.782863	0.604939	3.48729	3.98547	4.02109	2.02833	1.70806	5.94263	0	0	0	4.34134	0	1.49456
1.99274	0.569355	3.62961	0	0	0	2.70444	3.09587	1.95716	1.81482	12.2056	11.3871	1.10313	1.45897	0	0	0	0	0	1.3878	0
0	4.27017	0	5.3733	3.20263	0	0.142339	1.53014	1.81482	14.483	17.1518	2.84679	0	1.92157	3.13145	0.996372	2.70444	0	0	0	0
3.02469	3.02469	1.24547	0	0.106754	0.747277	2.27742	2.98911	6.90341	20.7459	34.9087	7.15251	3.41612	3.06028	4.02109	0.142339	2.74002	1.10313	0	0	1.49456
1.10313	2.91793	0	2.24184	0.177923	0	4.94626	5.19536	7.75746	41.2785	93.8366	29.6419	12.0276	16.5469	9.5367	1.45897	3.87872	1.28105	0	0.142339	1.81482
2.24184	0.604939	0	2.13508	0.854031	0	0.0355846	3.80754	10.6754	15.9063	29.7131	4.3769	11.7429	6.68992	2.34859	0	0	0.854031	0	0	4.19897
3.84316	3.16704	1.99274	4.76835	0	0.462601	5.19536	3.62961	8.75383	13.2019	11.2092	5.44444	7.75746	4.02109	0	1.13871	0	0	0.106754	0.462601	0
0	0	0	1.31663	2.63327	0.0355846	4.76835	0.889617	3.52288	3.66522	8.96735	7.08134	2.34859	4.12785	0.142339	0	2.70444	0	0	2.8112	0.320263
0	0	0	0	1.28105	0	0	1.99274	1.70806	4.05665	3.52288	4.27017	0	0	0	2.91793	0	0	0	0	0
0.854031	0	7.36603	0	0.81845	0	0	2.13508	3.16704	1.20988	2.38417	2.49093	0	0	0	0	4.27017	2.27742	0	0.889617	0
0.0355846	0	0	0	0.996372	2.63327	1.13871	1.99274	4.59042	0	6.97461	0.498184	2.27742	0	0	1.6369	2.74002	0	0	0	2.0995
0	0	0	0	0	3.34497	0	0	0	0.996372	0.533771	1.45897	1.45897	0	0	2.63327	0	0	0	2.27742	0
0	0	0	0.427017	0.284679	0.284679	0	0.142339	0	1.28105	2.41976	0	1.28105	1.60131	0.640525	0	2.74002	0	0	0	0
2.24184	2.31301	0.320263	0	5.69355	0.320263	0	0	0.604939	0.925204	3.55846	0	2.13508	0	0.747277	0	2.27742	0	0	0.676109	0
0	0	0	0	0	2.20625	0	1.35222	0	0.711696	2.27742	1.10313	0	2.34859	1.10313	1.06754	0	2.74002	0	0	2.77561
